,20,40,50,60,101,103,105,107,109,111,112,113,114,115,116,117,119,120,121,122,123,125,129,131,133,135,137,145,147,149,151,153,155,159,161,163,169,171,173,175,177,179,180,181,183,185,186,187,189,191,193,195,197,199,201,202,203,204,205,207,209,211,213,215,217,219,221,223,225,229,231,233,235,237,238,239,240,241,243,245,247,249,251,257,261,263,269,271,273,275,277,281,283,285,287,289,291,293,295,297,299,301,303,305,307,309,311,313,315,317,319,321,323,325,329,330,333,10,335
8100,-0.22807154,-0.07845773,-0.008094117,0.8177645,0.2097933,0.11226334,0.08003335,0.025711926,0.099994056,0.07867942,0.02744998,0.04479585,0.0160277,0.020678941,0.05898039,-0.041852266,-0.027597757,-0.017803375,0.005734334,0.014391338,0.53152853,0.8177645,0.26800996,0.25127965,-0.22807154,0.021581426,0.0039377753,0.017643651,0.017101115,-0.039687015,-0.039115924,0.023493204,0.026038248,-0.026825806,-0.029319268,-0.008461495,0.012530068,0.034166068,0.49894223,0.49417177,0.49036574,0.4930986,0.0002394904,0.0002394904,0.49860165,-0.0013411463,0.035600882,0.47769076,0.32896337,-0.14510372,-0.10845205,0.050789796,0.045431655,-0.033026077,-0.07845773,0.040861297,0.0076230764,0.040861297,0.035600882,0.040649153,-0.0053427834,0.01956973,0.040943667,0.039815467,-0.0017979859,0.004188241,-0.004188241,0.04668963,0.048259214,0.32896337,0.30429912,0.2845999,0.01367346,0.040885933,0.05771284,0.023218533,0.05771284,0.05771284,0.057632703,0.02718054,0.016628925,0.008137148,0.003806055,0.0021001464,0.009267579,0.0015180007,0.029653557,-0.0018378494,0.030053543,0.009964671,0.00039976474,0.009564906,0.015979769,-0.007841809,0.010923894,-0.008094115,0.0050219293,-0.005912541,0.00813796,-0.009146371,-0.0060052583,-0.0060052583,-0.0031411124,-0.032705892,-0.035847005,-0.0066102096,0.046425678,0.0054315934,-0.15924186,0.007628399,0.0060450607,0.4919914,0.015590134,0.014138136,0.8177645,0.0,-3.2192514e-08,0.2097933,0.8177645
9000,-0.2275143,-0.07749107,-0.008636439,0.8170992,0.209477,0.11210443,0.07987596,0.025675131,0.09983516,0.078520514,0.027478738,0.04473135,0.016013319,0.020642148,0.05890151,-0.041731667,-0.027648928,-0.01763768,0.0058605326,0.014397407,0.531401,0.8170992,0.26746622,0.25073397,-0.2275143,0.021592971,0.0039377753,0.017655198,0.01711266,-0.039687015,-0.039115924,0.023481656,0.026026702,-0.026814258,-0.02930772,-0.008463388,0.012531962,0.03415263,0.49866244,0.49389195,0.4900859,0.49278826,0.0002394904,0.0002394904,0.49827784,-0.0013411463,0.03557641,0.4773988,0.32942906,-0.1443461,-0.10845205,0.050011817,0.044653684,-0.03283739,-0.07749107,0.040937923,0.0077241785,0.040937923,0.03557641,0.04056157,-0.0053171813,0.019537847,0.04089359,0.03976499,-0.0018135551,0.0041577276,-0.0041577276,0.046623986,0.048193567,0.32942906,0.30460232,0.2845999,0.013835949,0.041118596,0.058255166,0.0235282,0.058255166,0.058255166,0.058175027,0.027309656,0.016628925,0.008137148,0.003806055,0.0021001464,0.009396695,0.0015180007,0.03006676,-0.0019669659,0.030595865,0.010167785,0.00039976474,0.009768019,0.016318977,-0.007981898,0.011267098,-0.008636437,0.0050219293,-0.00611166,0.008337079,-0.009100805,-0.005982388,-0.005982388,-0.003118417,-0.03263086,-0.03574928,-0.006596756,0.046361748,0.005420093,-0.15846388,0.0076348586,0.0062010908,0.4916811,0.01589334,0.014117757,0.8170992,0.0,-1.6096257e-08,0.209477,0.8170993
9900,-0.22695895,-0.07655684,-0.009145875,0.8164351,0.20916098,0.1119457,0.07971869,0.025638405,0.09967642,0.07836178,0.027507316,0.04466685,0.01599893,0.02060542,0.058822624,-0.041611116,-0.027699845,-0.017472172,0.005986095,0.014403367,0.5312729,0.81643504,0.26692423,0.25019008,-0.22695895,0.021604452,0.0039377753,0.017666677,0.017124139,-0.039687015,-0.039115924,0.023470176,0.026015222,-0.026802778,-0.029296242,-0.008465261,0.012533834,0.034139276,0.49838218,0.4936117,0.48980567,0.49247727,0.0002394904,0.0002394904,0.49795318,-0.0013411463,0.03555194,0.4771041,0.32986644,-0.14361398,-0.10845205,0.049259603,0.04390147,-0.03265537,-0.07655683,0.041009974,0.007820697,0.041009974,0.03555194,0.04047607,-0.0052917106,0.019507922,0.040843654,0.039714802,-0.0018292657,0.0041269646,-0.0041269646,0.046558335,0.04812792,0.32986644,0.30488667,0.2845999,0.013989019,0.04133766,0.0587646,0.023818567,0.0587646,0.0587646,0.058684465,0.027430637,0.016628925,0.008137148,0.003806055,0.0021001464,0.009517676,0.0015180007,0.030455219,-0.002087947,0.031105299,0.010358582,0.00039976474,0.009958818,0.016637616,-0.008113537,0.011589535,-0.009145874,0.0050219293,-0.0062986603,0.008524078,-0.0090549,-0.005959435,-0.005959435,-0.0030954648,-0.032556217,-0.035651684,-0.006583102,0.046297904,0.005410244,-0.15771165,0.007640909,0.0063481107,0.49137005,0.016177658,0.014097678,0.81643504,0.0,-3.2192514e-08,0.20916098,0.8164351
10800,-0.22642338,-0.07495608,-0.009543917,0.81578153,0.20870957,0.111714706,0.07973793,0.025627583,0.0996135,0.07859083,0.027453111,0.044838533,0.01604004,0.020663545,0.059060663,-0.041812003,-0.027562885,-0.017936468,0.0055994364,0.014381291,0.53145504,0.81578153,0.26616314,0.2495367,-0.22642338,0.021508891,0.0038838328,0.017625058,0.017089952,-0.039679196,-0.039115924,0.023484113,0.025994295,-0.02677106,-0.029230366,-0.008470853,0.012483693,0.033885505,0.4995046,0.4947995,0.49104556,0.49389943,0.00023620971,0.00023620971,0.49949032,-0.0013227743,0.03571946,0.47890523,0.333261,-0.14207017,-0.10845205,0.047756232,0.04247149,-0.032484587,-0.07495608,0.04143629,0.008047124,0.04143629,0.03571946,0.04053171,-0.00533017,0.019262327,0.04104963,0.039881833,-0.0017281369,0.004289297,-0.004289297,0.046762098,0.04831018,0.333261,0.30876204,0.2890793,0.013658731,0.041407384,0.058482934,0.023379626,0.058482934,0.058482934,0.058403898,0.027178861,0.01640113,0.00802568,0.0037539175,0.0020713771,0.009511283,0.0014972062,0.030437367,-0.002183331,0.031202532,0.0104126865,0.0003942885,0.010018397,0.016737033,-0.008137663,0.011762045,-0.009543917,0.0049531357,-0.0064044357,0.00859937,-0.009154612,-0.0060044294,-0.0060044294,-0.0031501835,-0.03265739,-0.035807572,-0.006682891,0.04656472,0.005124225,-0.15620829,0.007749686,0.005909046,0.49280745,0.015629938,0.0141381,0.81578153,0.0,-1.6096257e-08,0.20870957,0.81578153
11700,-0.22585325,-0.07409743,-0.009998394,0.8151214,0.20839538,0.11155716,0.07958127,0.025591206,0.09945596,0.078433305,0.027483452,0.044775423,0.016026247,0.020627169,0.05898377,-0.041691717,-0.027615812,-0.01776993,0.005727325,0.014387967,0.53134435,0.8151214,0.26560703,0.24897844,-0.22585325,0.021520747,0.0038838328,0.017636914,0.017101808,-0.039679196,-0.039115924,0.023472255,0.02598244,-0.026759205,-0.029218512,-0.008473,0.0124858385,0.033871505,0.49924144,0.49453628,0.49078235,0.4936057,0.00023620971,0.00023620971,0.49918267,-0.0013227743,0.03569641,0.47862223,0.33365193,-0.14139622,-0.10845205,0.047063373,0.041778635,-0.032318797,-0.07409743,0.041499812,0.008133703,0.041499812,0.03569641,0.040452503,-0.005304963,0.01923767,0.041001376,0.039833583,-0.0017439687,0.004258755,-0.004258755,0.04669801,0.048246093,0.33365193,0.3090164,0.2890793,0.013795309,0.041602053,0.05893741,0.023639433,0.05893741,0.05893741,0.05885837,0.027286302,0.01640113,0.00802568,0.0037539175,0.0020713771,0.009618724,0.0014972062,0.030784404,-0.0022907718,0.031657007,0.0105829,0.0003942885,0.010188611,0.017021295,-0.008255166,0.012049763,-0.009998393,0.0049531357,-0.0065711937,0.008766127,-0.0091092875,-0.0059816428,-0.0059816428,-0.0031276452,-0.03258243,-0.03571007,-0.0066689546,0.046502538,0.0051184758,-0.15551543,0.0077551217,0.006040187,0.49251372,0.015884312,0.014119192,0.8151214,0.0,-1.6096257e-08,0.20839538,0.8151215
12600,-0.22528322,-0.07326707,-0.010426267,0.81446266,0.2080816,0.1113999,0.07942476,0.02555493,0.09929869,0.07827603,0.027513752,0.044712424,0.016012494,0.020590892,0.058907013,-0.041571487,-0.027668633,-0.017603504,0.0058546914,0.0143945925,0.53123504,0.81446266,0.26505095,0.24842021,-0.22528322,0.021532582,0.0038838328,0.017648749,0.017113645,-0.039679196,-0.039115924,0.023460422,0.025970604,-0.02674737,-0.029206676,-0.008475155,0.012487995,0.03385751,0.49897966,0.49427456,0.49052063,0.49331316,0.00023620971,0.00023620971,0.49887604,-0.0013227743,0.035673417,0.47833863,0.33401996,-0.1407446,-0.10845205,0.046393145,0.041108407,-0.03215867,-0.07326707,0.041559655,0.008216537,0.041559655,0.035673417,0.040375207,-0.005279933,0.01921468,0.040953353,0.039785706,-0.0017599184,0.0042280024,-0.0042280024,0.04663404,0.048182126,0.33401996,0.30925554,0.2890793,0.0139242085,0.04178569,0.059365284,0.023883669,0.059365284,0.059365284,0.059286248,0.027387265,0.01640113,0.00802568,0.0037539175,0.0020713771,0.0097196875,0.0014972062,0.031111313,-0.0023917349,0.03208488,0.0107431505,0.0003942885,0.010348861,0.017288916,-0.0083658155,0.012320662,-0.010426266,0.0049531357,-0.006728166,0.008923098,-0.0090636015,-0.0059587676,-0.0059587676,-0.003104834,-0.03250788,-0.035612717,-0.006654879,0.046440586,0.0051140864,-0.15484521,0.007760226,0.0061639817,0.4922212,0.016123442,0.014100594,0.81446266,0.0,-1.6096257e-08,0.2080816,0.8144627
13500,-0.22471274,-0.072463796,-0.010829369,0.81380534,0.20776828,0.11124291,0.079268426,0.025518766,0.09914171,0.07811905,0.02754405,0.04464956,0.015998794,0.020554727,0.058830447,-0.04145131,-0.027721394,-0.017437162,0.0059815757,0.014401189,0.5311276,0.81380534,0.2644945,0.24786158,-0.22471274,0.021544412,0.0038838328,0.017660579,0.017125474,-0.039679196,-0.039115924,0.02344859,0.025958773,-0.02673554,-0.029194845,-0.008477328,0.012490168,0.03384351,0.49871987,0.49401477,0.49026084,0.49302244,0.00023620971,0.00023620971,0.4985711,-0.0013227743,0.03565051,0.47805506,0.33436665,-0.14011434,-0.10845205,0.045744598,0.040459864,-0.03200393,-0.072463796,0.041616056,0.008295847,0.041616056,0.03565051,0.040299777,-0.005255089,0.019193282,0.0409056,0.039738234,-0.001775983,0.004197044,-0.004197044,0.046570223,0.048118304,0.33436665,0.30948055,0.2890793,0.014045924,0.041959006,0.059768386,0.02411345,0.059768386,0.059768386,0.059689347,0.027482223,0.01640113,0.00802568,0.0037539175,0.0020713771,0.009814644,0.0014972062,0.031419456,-0.0024866927,0.032487985,0.010894124,0.0003942885,0.010499836,0.017541045,-0.008470081,0.012575901,-0.010829369,0.0049531357,-0.0068760305,0.009070964,-0.009017549,-0.0059358045,-0.0059358045,-0.0030817455,-0.032433756,-0.035515506,-0.0066406825,0.046378918,0.0051109744,-0.15419666,0.0077650244,0.0062808995,0.4919304,0.016348427,0.014082307,0.81380534,0.0,-1.6096257e-08,0.20776828,0.81380534
14400,-0.2841113,-0.10153579,-0.035298277,0.8069562,0.19811378,0.10561775,0.083388194,0.02556206,0.099231005,0.0881357,0.019410523,0.048653375,0.01625152,0.02294215,0.06394544,-0.051335346,-0.015218016,-0.040913675,-0.016533736,0.010440371,0.48158893,0.8069562,0.3129308,0.30111864,-0.2841113,0.016160602,0.0020498005,0.014110802,0.013828384,-0.039413206,-0.039115924,0.026057113,0.027381932,-0.027791891,-0.029089859,-0.007507785,0.009625672,0.02850968,0.48554775,0.48306453,0.48108327,0.4893782,0.00012466624,0.00012466624,0.49810502,-0.0006981309,0.037701573,0.48482203,0.32133624,-0.1615995,-0.112994544,0.063797034,0.06100787,-0.04052792,-0.10153579,0.03997393,0.0035022413,0.03997393,0.037701573,0.044030167,-0.00792196,0.012584823,0.04562353,0.043890063,0.0017194762,0.009052518,-0.009052518,0.051269993,0.052087035,0.32133624,0.3034732,0.2858617,0.012141836,0.04127168,0.06112721,0.023182673,0.06112721,0.06112721,0.06108549,0.021181028,0.008656152,0.004235775,0.001981234,0.0010932271,0.011856474,0.0007901921,0.039488748,-0.007988945,0.046729214,0.01682957,0.00020809671,0.016621472,0.027760658,-0.012147503,0.025394356,-0.035298277,0.002614155,-0.014454718,0.015613155,-0.013939571,-0.008235934,-0.008235934,-0.0057036374,-0.03739577,-0.04309941,-0.009303128,0.05319319,-0.0026072506,-0.17679158,0.0077101695,0.0044316663,0.4888019,0.015472504,0.015192075,0.8069562,0.0,-1.6096257e-08,0.19811378,0.80695623
15300,-0.2838576,-0.10071442,-0.03506915,0.80607986,0.19768596,0.10539292,0.08318521,0.025504427,0.09900617,0.087910876,0.019411754,0.048544604,0.01621937,0.022884516,0.06380453,-0.051189996,-0.015244725,-0.040746037,-0.016417403,0.010444796,0.48096305,0.8060798,0.31267592,0.3008691,-0.2838576,0.016164724,0.0020498005,0.014114925,0.013832508,-0.039413206,-0.039115924,0.02605299,0.02737781,-0.02778777,-0.029085735,-0.0075024576,0.009620345,0.028510887,0.48475298,0.48226976,0.48028854,0.4885521,0.00012466624,0.00012466624,0.49725455,-0.0006981309,0.037619248,0.48400232,0.3211282,-0.1609878,-0.112994544,0.06315311,0.060363945,-0.040350486,-0.10071442,0.039952833,0.0035634611,0.039952833,0.037619248,0.04391395,-0.007901742,0.012554125,0.04552099,0.043792546,0.0017071815,0.009021126,-0.009021126,0.05115516,0.051972203,0.3211282,0.3033442,0.2858617,0.012062789,0.04117404,0.060898073,0.023051186,0.060898073,0.060898073,0.060856357,0.02113015,0.008656152,0.004235775,0.001981234,0.0010932271,0.011805596,0.0007901921,0.039310493,-0.007938066,0.046500083,0.016743751,0.00020809671,0.016535653,0.027617346,-0.012087992,0.025249029,-0.03506915,0.002614155,-0.014370917,0.015529355,-0.013883843,-0.0082070185,-0.0082070185,-0.0056768237,-0.037306152,-0.042982973,-0.0092788255,0.053071372,-0.0026057356,-0.17614765,0.0077076657,0.0043551247,0.48797575,0.01534352,0.01515986,0.8060798,0.0,-3.2192514e-08,0.19768596,0.80607986
16200,-0.03887656,-0.04521979,-0.021830795,0.48503885,0.20501295,0.108627334,0.087277785,0.026148105,0.102240585,0.0911453,0.011889106,0.046614125,0.015032818,0.0235282,0.060687497,-0.054638874,-0.0058918456,-0.048736155,-0.026020609,0.00563315,0.40513584,0.48503885,0.072273746,0.059868865,-0.03887656,0.020145537,0.0020498005,0.018095737,0.01781332,-0.039413206,-0.039115924,0.022072177,0.023396997,-0.023806956,-0.025104925,-0.0081005385,0.010218425,0.023931993,0.4214948,0.41901156,0.41703033,0.42612213,0.00012466624,0.00012466624,0.4349698,-0.0006981309,0.03376792,0.42801464,0.30900785,-0.1171205,-0.112994544,0.01727444,0.014485273,-0.030734513,-0.04521979,0.03883484,0.006296803,0.03883484,0.03376792,0.037031315,-0.008492353,0.00625705,0.04226027,0.040605012,0.002610156,0.009849426,-0.009849426,0.048797417,0.049614463,0.30900785,0.2957023,0.2858617,0.007584299,0.035730287,0.04765972,0.015256585,0.04765972,0.04765972,0.047618005,0.01817935,0.008656152,0.004235775,0.001981234,0.0010932271,0.008854795,0.0007901921,0.029022941,-0.0049872654,0.03326173,0.0117854485,0.00020809671,0.011577352,0.019337296,-0.008650065,0.016852798,-0.021830795,0.002614155,-0.009528794,0.01068723,-0.017082395,-0.009570901,-0.009570901,-0.007511495,-0.037556477,-0.045067973,-0.009424002,0.05002901,-0.006891438,-0.13026899,0.0075549358,2.9362292e-05,0.4255458,0.007701648,0.0131484885,0.48503885,0.48503885,0.48503885,0.20501295,0.0
17100,-0.040317,-0.043821305,-0.02131956,0.4846749,0.20490755,0.10856274,0.087237,0.02612904,0.102175996,0.0910807,0.011745347,0.046515405,0.014993199,0.023509132,0.060549155,-0.054617163,-0.005727532,-0.048779305,-0.026133548,0.0055336966,0.4034693,0.4846749,0.07367583,0.061292328,-0.040317,0.020128561,0.0020498005,0.018078761,0.017796343,-0.039413206,-0.039115924,0.022089154,0.023413973,-0.023823932,-0.0251219,-0.00807916,0.010197049,0.023970347,0.4198331,0.41734982,0.4153686,0.42445594,0.00012466624,0.00012466624,0.4332902,-0.0006981309,0.033660796,0.42644402,0.30855152,-0.116006225,-0.112994544,0.016102776,0.01331361,-0.030507693,-0.043821305,0.038779933,0.006349017,0.038779933,0.033660796,0.03685671,-0.0084830625,0.0061480217,0.04214386,0.040491335,0.0026169317,0.009844982,-0.009844982,0.04868778,0.049504824,0.30855152,0.29539922,0.2858617,0.0074310666,0.03552887,0.047148485,0.014946767,0.047148485,0.047148485,0.047106773,0.018064726,0.008656152,0.004235775,0.001981234,0.0010932271,0.008740171,0.0007901921,0.028626332,-0.0048726406,0.032750495,0.0115939705,0.00020809671,0.011385875,0.01901754,-0.008517332,0.016528586,-0.02131956,0.002614155,-0.00934177,0.010500208,-0.017112063,-0.009580624,-0.009580624,-0.0075314385,-0.0375051,-0.04503654,-0.009410556,0.04990189,-0.0069430806,-0.12909733,0.0075482125,-0.00011714634,0.4238796,0.007398553,0.013091103,0.4846749,0.4846749,0.4846749,0.20490755,0.0
18000,0.03087778,-0.03130201,-0.014953525,0.4888544,0.20690452,0.1095789,0.08630034,0.025939928,0.101847574,0.08841643,0.013588626,0.045412004,0.014786434,0.02276846,0.059037,-0.05250314,-0.008630642,-0.043980967,-0.021594157,0.0069407052,0.4055271,0.41194746,-0.0029366466,-0.014647041,0.030877784,0.015205701,0.0024813374,0.012724363,0.012382491,-0.02307234,-0.022712471,0.011261571,0.012865299,-0.013361567,-0.01493279,-0.0064998767,0.009063636,0.016818963,0.42246598,0.41945994,0.41706163,0.42497328,0.00015091176,0.00015091176,0.43301192,-0.0008451059,0.03312599,0.42406037,0.31333813,-0.10843881,-0.114761084,0.006490777,0.0031144163,-0.028187593,-0.03130201,0.039297547,0.0076603587,0.039297547,0.03312599,0.03584795,-0.007641612,0.008106433,0.040767603,0.03917694,0.0018440512,0.008828754,-0.008828754,0.04736537,0.048354425,0.31333813,0.29869992,0.2890793,0.0077125467,0.035600845,0.046220116,0.014646879,0.046220116,0.046220116,0.04616962,0.01941562,0.0104785,0.005127517,0.002398336,0.00132338,0.008128001,0.0009565484,0.02625077,-0.0034462532,0.028790973,0.009969427,0.00025190655,0.009717519,0.016232247,-0.00749339,0.013125846,-0.014953525,0.0031645033,-0.0073365388,0.008738857,-0.015446103,-0.008842617,-0.008842617,-0.006603486,-0.037057035,-0.043660525,-0.0087363105,0.047913253,-0.0047066035,-0.121251844,0.0076155597,9.6986914e-05,0.42427558,0.0070313187,0.012813036,0.4888544,0.4888544,0.4888544,0.20690452,0.0
18900,0.028188314,-0.02925302,-0.014459975,0.48900977,0.2068961,0.10955853,0.08631232,0.02592975,0.1018272,0.08839606,0.013371684,0.045300823,0.014736553,0.022758283,0.058875937,-0.05252529,-0.008373994,-0.04412383,-0.021809993,0.006804776,0.4031767,0.41210282,-0.0002949772,-0.0119779585,0.02818831,0.015185314,0.0024813374,0.0127039775,0.012362104,-0.02307234,-0.022712471,0.011281959,0.012885685,-0.013381952,-0.014953177,-0.006472463,0.009036222,0.016866764,0.42021063,0.4172046,0.41480628,0.42272365,0.00015091176,0.00015091176,0.43075034,-0.0008451059,0.032998696,0.4219479,0.31289908,-0.10676541,-0.114761084,0.0047391816,0.001362821,-0.027890202,-0.02925302,0.039243057,0.007733167,0.039243057,0.032998696,0.035623368,-0.007628407,0.007957343,0.0406271,0.039036456,0.0018584147,0.0088344505,-0.0088344505,0.047239237,0.04822829,0.31289908,0.29840368,0.2890793,0.007569713,0.035409912,0.04572657,0.014344259,0.04572657,0.04572657,0.04567607,0.019302953,0.0104785,0.005127517,0.002398336,0.00132338,0.008015335,0.0009565484,0.025869887,-0.0033335877,0.028297424,0.009784575,0.00025190655,0.009532669,0.01592355,-0.007365375,0.012812979,-0.014459975,0.0031645033,-0.0071558575,0.0085581755,-0.015509059,-0.008866696,-0.008866696,-0.0066423654,-0.037016228,-0.04365859,-0.008724399,0.04776086,-0.0047774985,-0.11950025,0.00760917,-3.9456758e-05,0.42202595,0.006735089,0.012734842,0.48900977,0.48900977,0.48900977,0.2068961,0.0
19800,0.025595175,-0.02727982,-0.013977157,0.48915562,0.20688735,0.10953876,0.08632332,0.025920004,0.10180744,0.08837628,0.013162151,0.045193367,0.014688492,0.022748535,0.058720414,-0.052546035,-0.008126145,-0.04425982,-0.02201779,0.0066721705,0.400907,0.41224867,0.0022532027,-0.009403399,0.025595177,0.015166738,0.0024813374,0.0126853995,0.012343526,-0.02307234,-0.022712471,0.011300535,0.012904262,-0.01340053,-0.014971754,-0.0064460835,0.009009842,0.016911723,0.41803196,0.41502595,0.41262758,0.4205502,0.00015091176,0.00015091176,0.4285651,-0.0008451059,0.032876905,0.41990316,0.3124703,-0.105149455,-0.114761084,0.0030475233,-0.0003288372,-0.027608657,-0.02727982,0.03918903,0.007800924,0.03918903,0.032876905,0.035409577,-0.0076148584,0.007816839,0.040491767,0.038901024,0.001871915,0.008839645,-0.008839645,0.0471174,0.04810645,0.3124703,0.2981126,0.2890793,0.007432032,0.035224512,0.04524375,0.014046839,0.04524375,0.04524375,0.04519326,0.0191926,0.0104785,0.005127517,0.002398336,0.00132338,0.00790498,0.0009565484,0.025497422,-0.0032232339,0.027814604,0.009603742,0.00025190655,0.009351835,0.015621565,-0.0072401534,0.012506924,-0.013977157,0.0031645033,-0.0069790934,0.008381412,-0.015569857,-0.008889942,-0.008889942,-0.006679915,-0.036976174,-0.043656092,-0.008712616,0.04761364,-0.0048423023,-0.117808595,0.0076028546,-0.00017082308,0.4198525,0.0064439843,0.012659142,0.48915562,0.48915562,0.48915562,0.20688735,0.0
20700,0.023108538,-0.02539064,-0.013505138,0.48929045,0.20687799,0.109519504,0.08633321,0.025910674,0.10178818,0.08835703,0.012960732,0.045089908,0.014642378,0.022739204,0.058570847,-0.05256526,-0.007887945,-0.044388574,-0.022216834,0.0065434966,0.39872688,0.4123835,0.0046967845,-0.0069338903,0.023108538,0.015149608,0.0024813374,0.012668271,0.012326397,-0.02307234,-0.022712471,0.011317665,0.012921392,-0.013417659,-0.014988883,-0.006420156,0.008983914,0.016954776,0.41593757,0.41293156,0.4105332,0.41846055,0.00015091176,0.00015091176,0.42646396,-0.0008451059,0.032760244,0.41793567,0.31205145,-0.10360082,-0.114761084,0.0014261802,-0.0019501802,-0.027340822,-0.02539064,0.03913585,0.007864409,0.03913585,0.032760244,0.03520523,-0.007601538,0.0076831947,0.04036178,0.038770925,0.0018846822,0.008844416,-0.008844416,0.047000185,0.047989234,0.31205145,0.29782653,0.2890793,0.0072992337,0.03504477,0.04477173,0.013754566,0.04477173,0.04477173,0.044721235,0.019084577,0.0104785,0.005127517,0.002398336,0.00132338,0.007796957,0.0009565484,0.025133425,-0.00311521,0.027342586,0.009426953,0.00025190655,0.009175046,0.015326334,-0.007117744,0.012207724,-0.013505137,0.0031645033,-0.006806272,0.008208591,-0.015628245,-0.008912258,-0.008912258,-0.0067159864,-0.036937017,-0.043653004,-0.008701138,0.047472067,-0.0049032373,-0.11618726,0.007596627,-0.00029739286,0.41776285,0.00615794,0.0125864325,0.48929045,0.48929045,0.48929045,0.20687799,0.0
21600,-0.053547543,-0.033693474,-0.016222335,0.48453784,0.20565763,0.108904995,0.086566254,0.025952302,0.10176193,0.08935272,0.012362082,0.04558739,0.014751355,0.023022141,0.05926568,-0.05335451,-0.0068852454,-0.04612989,-0.023911266,0.005973027,0.39642555,0.48453784,0.079906814,0.06882307,-0.053547543,0.014328478,0.0022925402,0.012035937,0.011720076,-0.023044957,-0.022712471,0.011853103,0.013334808,-0.013793317,-0.01524499,-0.0062696813,0.008638372,0.01672329,0.41638684,0.41360956,0.4113937,0.41980428,0.00013942935,0.00013942935,0.42814606,-0.0007808043,0.033050574,0.420422,0.31058663,-0.10772569,-0.112111285,0.008369607,0.005250143,-0.028443333,-0.033693474,0.0389889,0.0073138527,0.0389889,0.033050574,0.035757188,-0.007960859,0.006943223,0.04101143,0.039395697,0.0021983804,0.0092579145,-0.0092579145,0.047601838,0.048515636,0.31058663,0.2970582,0.2884484,0.0071297297,0.035028875,0.045109946,0.013802231,0.045109946,0.045109946,0.045063294,0.018485775,0.009681223,0.00473738,0.0022158541,0.001222688,0.008056997,0.00088376756,0.026112575,-0.0037314696,0.02900693,0.010112238,0.00023273975,0.009879498,0.01650241,-0.0075475895,0.013652842,-0.016222335,0.0029237259,-0.0076591987,0.008954819,-0.016245596,-0.00918547,-0.00918547,-0.0070601273,-0.03710891,-0.044169035,-0.008986326,0.048382025,-0.0058119833,-0.120480895,0.007584721,-0.00045499127,0.4191597,0.00621751,0.012755207,0.48453784,0.48453784,0.48453784,0.20565763,0.0
22500,-0.05424935,-0.032808825,-0.015871339,0.48411146,0.20555018,0.10884257,0.08652121,0.025934523,0.10169951,0.08929029,0.01227856,0.045518003,0.0147244325,0.023004362,0.059169367,-0.05332724,-0.00679258,-0.046141747,-0.023965862,0.0059194816,0.39538017,0.48411146,0.080579355,0.06951056,-0.05424935,0.014314158,0.0022925402,0.012021619,0.011705758,-0.023044957,-0.022712471,0.011867422,0.013349126,-0.013807635,-0.01525931,-0.0062547317,0.008623422,0.016752558,0.41532412,0.41254675,0.41033092,0.41873556,0.00013942935,0.00013942935,0.4270662,-0.0007808043,0.03298266,0.4193995,0.3102755,-0.10701431,-0.112111285,0.0076211635,0.0045017,-0.028307127,-0.032808825,0.03894905,0.0073419157,0.03894905,0.03298266,0.035649043,-0.007950189,0.0068859234,0.04093285,0.039318457,0.0022004074,0.009251954,-0.009251954,0.04752528,0.048439074,0.3102755,0.29684484,0.2884484,0.0070319423,0.034895983,0.044758953,0.013584127,0.044758953,0.044758953,0.044712294,0.01840612,0.009681223,0.00473738,0.0022158541,0.001222688,0.00797734,0.00088376756,0.025841236,-0.0036518131,0.028655937,0.009980776,0.00023273975,0.009748037,0.016282875,-0.0074565164,0.013430308,-0.015871339,0.0029237259,-0.007530738,0.008826359,-0.016256405,-0.0091877775,-0.0091877775,-0.007068626,-0.037070837,-0.044139467,-0.008975248,0.048293702,-0.0058322106,-0.119732454,0.0075799734,-0.0005480305,0.418091,0.006004154,0.012718135,0.48411146,0.48411146,0.48411146,0.20555018,0.0
